post,responseid,duplicated,age,genderselectedchoice,raceblackafricanamerican,raceasianasianamerican,racehispaniclatinx,racenativeamericanindigenous,racenativehawaiianpacificislande,racemultiracial,racewhite,raceother,grade,primarylanguagespokenathome,program,fellow,school,whatschooldoyounormallyattendoth,q1like,q1fun,q1bored,q1todo,q2interested,q2talkupset,q2help,q2listen,q3close,q3support,q3friends,workdone,tryharderinschool,dobetterinschool,enjoyschoolmore,moreconfident_college,explorecollegeoptions,explorecareer,buildrelationships,identifycaringadult,caringadultlisten,q4learn,q4grades,q4useful,q4well,q4important,q5listen,q5important,q5raceknow,q5racelike,q6part,q6care,q6happy,q6fun,q6enjoy,q7doolder,q7college,q7interests,q7goals,q8courses,q8activities,q8financial,q8chances,q9successful,q9graduate,q9college,male,EmotionalEngagement,CognitiveEngagement,q1boredreverse,TEPPSProgEng,TEPPSProgAdult,TEPPSProgramSafety,PYDNhood,PYDDiversity,AdultPlanning,AdultAcademic,AnticipateHappen,dup,MPF: Youth Tracker,Time Served for this Reporting Period (minutes),Student Status (Active),Student Status (No student contact this reporting period),Student Status (Student no longer with the program)
1,R_1Fu0hwLS9lQj49J,FALSE,8,1,0,1,0,0,0,0,0,,11,9,707,1,476,Revere High School,4,4,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,3,3,4,5,5,5,5,5,5,3,2,3,3,3,3,3,3,3,3,3,1,5,4,3,4,4,12,3,5,3,3,3,0,MGH Youth Programs,154800,248,10,26
1,R_4V25zKN4RtX2vE5,FALSE,6,2,0,0,0,0,0,0,0,,11,20,707,1,476,"Chelsea High School, Chelsea MA",3,3,2,3,4,4,4,4,3,3,3,4,7,4,7,7,7,7,7,7,8,2,3,2,3,3,2,2,4,5,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,4,9,2,5,2,2,2,0,MGH Youth Programs,154800,248,10,26
0,R_10PhyUWPXmRCuYD,FALSE,6,2,1,0,0,0,0,0,0,,11,English,707,1,476,Chelsea High School,4,4,1,3,4,3,3,4,3,3,4,,,,,,,,,,,3,3,2,3,3,1,1,4,5,2,4,4,2,4,2,2,1,,1,2,1,1,2,3,2,0,3,3,4,4,4,10,1,5,,1,2,0,MGH Youth Programs,154800,248,10,26
0,R_Q0uFfH6bQDrQCS5,TRUE,6,1,0,0,0,0,0,0,1,,11,English,707,1,476,Revere High School,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,3,4,4,3,3,3,5,5,4,5,4,4,5,2,1,1,1,1,3,2,3,2,3,2,1,4,4,3,4,4,12,3,5,1,2,2,0,MGH Youth Programs,154800,248,10,26
1,R_2Vz14W1fccp4J2I,TRUE,7,1,0,0,0,0,0,0,1,,11,20,707,1,476,Revere High School,4,4,2,3,4,4,4,4,4,4,3,7,7,8,7,7,8,8,8,7,8,4,2,1,3,2,3,4,5,5,4,4,5,4,4,2,2,2,1,1,1,2,1,3,3,1,1,4,2,3,4,4,11,4,5,2,1,2,0,MGH Youth Programs,154800,248,10,26
0,R_11YBDP2fblLuBri,FALSE,8,1,0,1,0,0,0,0,0,,11,Tibetan,707,1,476,Revere High School,4,3,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,3,4,4,4,5,5,5,5,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,1,4,4,3,4,4,12,5,5,3,3,3,0,MGH Youth Programs,154800,248,10,26
0,R_1llqV64ocfDAuMT,TRUE,7,1,0,0,0,0,0,0,0,,12,English,707,0,423,,3,3,3,3,3,4,4,4,3,3,3,,,,,,,,,,,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,3,4,9,4,4,3,3,3,0,MGH Youth Programs,154800,248,10,26
0,R_3CNHPlP5PrppoJ3,TRUE,7,2,0,0,0,0,0,0,0,,11,Spanish,707,1,476,Chelsea High School,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,3,5,5,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,0,3,4,4,4,4,12,3,5,3,3,3,0,MGH Youth Programs,154800,248,10,26
1,R_247Shitq750H6rb,TRUE,7,2,0,0,0,0,0,0,0,,11,30,707,1,476,Chelsea High School,4,4,1,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,5,5,2,4,2,2,4,3,3,3,3,3,3,3,3,2,3,3,0,3,4,4,4,4,12,4,5,3,3,3,0,MGH Youth Programs,154800,248,10,26
1,R_2RazATmCITgW9If,FALSE,8,2,0,0,0,0,0,0,0,,12,30,707,1,423,,3,3,2,3,4,4,4,4,2,3,3,4,8,7,7,8,8,8,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,2,3,3,3,3,0,4,4,3,3,4,8,4,4,2,3,3,0,MGH Youth Programs,154800,248,10,26
1,R_2Yo0F8Xdse89uEj,TRUE,8,2,0,0,0,0,0,0,0,,12,20,707,1,421,,4,4,2,4,3,3,3,3,3,3,3,4,7,7,7,7,7,7,7,7,7,3,4,3,3,3,2,3,3,3,4,4,4,4,4,2,3,2,2,2,2,2,2,2,3,2,0,4,3,3,4,3,9,3,3,2,2,2,0,MGH Youth Programs,154800,248,10,26
1,R_1OwtMw5cRd0JCPW,FALSE,7,2,0,0,0,0,0,0,0,,12,28,707,1,476,Revere High School,4,4,2,3,4,2,3,4,4,4,4,4,8,4,4,7,7,8,8,8,8,4,4,4,4,4,2,2,5,5,4,2,2,2,5,3,3,2,3,3,3,3,3,3,3,3,0,3,4,3,4,3,12,2,5,3,3,3,0,MGH Youth Programs,154800,248,10,26
1,R_2zzNF4shyEGLMEa,TRUE,7,2,1,0,0,0,0,0,0,,11,20,707,1,476,lexington high school ,4,3,2,4,4,4,4,4,4,4,4,7,8,7,7,8,8,8,8,8,8,3,4,3,3,4,3,3,3,5,4,4,5,4,4,3,3,3,3,3,3,2,2,2,3,3,0,4,3,3,4,4,12,3,4,3,3,3,0,MGH Youth Programs,154800,248,10,26
0,R_2E6KEc8PIJRdXx5,FALSE,5,2,0,0,0,0,0,0,1,,10,ASL,713,0,,,4,4,1,3,4,4,4,4,4,4,4,,,,,,,,,,,4,4,3,4,4,3,3,4,4,4,4,4,4,4,2,2,3,2,1,1,1,1,3,3,2,0,4,4,4,4,4,12,3,4,2,1,3,0,Sociedad Latina,7775,96,22,2
0,R_3HugladJRlgB0Ie,FALSE,8,2,0,0,0,0,0,0,0,,13,Espanol,713,1,,,3,3,2,3,3,2,3,3,2,2,3,,,,,,,,,,,4,4,4,4,3,3,2,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,0,4,4,3,3,3,7,3,4,2,2,2,0,Sociedad Latina,7775,96,22,2
0,R_3NDN8ujLCMdYTOO,TRUE,7,2,0,0,0,0,0,0,0,,12,Spanish,713,0,,,4,4,1,4,4,4,4,4,3,3,4,,,,,,,,,,,3,3,3,3,4,3,4,2,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,0,4,3,4,4,4,10,4,3,3,3,3,1,Sociedad Latina,7775,96,22,2
0,R_1QcqtfyoSQOQZXi,FALSE,6,2,0,0,0,0,0,0,0,,11,Spanish/English,713,0,,,4,4,,4,4,4,3,4,3,4,4,,,,,,,,,,,4,4,4,4,4,3,3,5,5,4,5,5,5,5,3,3,3,3,3,3,2,3,3,3,3,0,5,4,,,4,11,3,5,3,3,3,0,Sociedad Latina,7775,96,22,2
0,R_1dySbKUiMMK5hzU,FALSE,10,2,0,0,0,0,0,0,0,,13,Espanol,713,1,,,3,3,3,3,3,4,3,4,3,3,3,,,,,,,,,,,4,4,4,4,4,3,3,3,4,4,4,4,2,4,3,3,3,3,2,2,2,2,3,3,3,0,4,4,2,3,4,9,3,4,3,2,3,0,Sociedad Latina,7775,96,22,2
0,R_xDXatafr42HGNRD,FALSE,8,1,0,0,0,0,0,0,0,,13,english,713,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,4,4,3,3,3,3,2,2,3,3,3,3,3,1,5,4,4,4,4,12,5,5,3,3,3,0,Sociedad Latina,7775,96,22,2
0,R_2rPhGiAwR2VmOjy,FALSE,8,1,0,0,0,0,0,0,0,,13,spanish,713,1,,,4,4,1,3,4,3,3,4,3,3,3,,,,,,,,,,,4,4,3,3,4,3,2,4,4,2,4,4,4,5,2,2,2,2,2,2,2,2,3,3,3,1,3,4,4,4,4,9,3,4,2,2,3,0,Sociedad Latina,7775,96,22,2
0,R_2V4oZIR4dzUBkl0,FALSE,9,2,0,0,0,0,0,0,0,,13,spanish,713,1,,,3,2,3,3,3,3,3,3,2,2,3,,,,,,,,,,,3,2,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,2,2,3,3,3,2,3,3,0,3,3,2,3,3,7,3,4,3,3,3,0,Sociedad Latina,7775,96,22,2
0,R_3q9ldg9zmTs6ynu,FALSE,6,1,0,0,0,0,0,0,0,,10,English,713,0,,,4,4,2,4,4,4,4,4,4,3,4,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,3,2,2,2,2,2,3,3,2,1,4,3,3,4,4,11,3,3,2,2,3,0,Sociedad Latina,7775,96,22,2
0,R_XFaEQuLmuIsTeSd,FALSE,8,1,0,0,0,0,0,0,0,,13,Spanish/English,713,1,,,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,3,3,2,3,3,4,4,1,2,2,4,3,3,3,3,2,3,3,3,2,3,2,1,2,3,2,2,3,9,3,4,3,3,2,0,Sociedad Latina,7775,96,22,2
0,R_06DmefaB2745WKt,FALSE,6,1,0,0,0,0,0,0,0,,10,Spanish,713,0,,,4,3,1,4,4,4,4,4,3,4,4,,,,,,,,,,,4,4,4,4,4,4,3,3,3,4,4,2,2,4,2,2,3,2,3,3,3,3,1,2,2,1,3,4,4,4,4,11,4,3,2,3,2,0,Sociedad Latina,7775,96,22,2
0,R_3gX9l5jBhcSW3n7,FALSE,9,2,1,0,0,0,0,0,0,,13,English,713,1,,,2,2,4,2,3,1,1,4,3,1,2,,,,,,,,,,,3,3,2,3,4,3,1,5,5,1,1,1,1,,3,3,3,2,2,2,3,3,1,3,2,0,1,3,1,2,2,6,2,5,3,3,2,0,Sociedad Latina,7775,96,22,2
0,R_W3fEawsj788V3P3,TRUE,8,2,0,0,0,0,0,0,0,,13,Latina,713,1,,,4,4,1,3,4,1,2,1,3,2,3,,,,,,,,,,,4,4,4,3,3,3,4,5,5,2,1,4,2,2,3,3,3,2,1,2,3,2,3,3,2,0,2,4,4,4,2,8,4,5,3,2,3,0,Sociedad Latina,7775,96,22,2
1,R_2EsALBlpsnkP8j3,TRUE,8,2,0,0,0,0,0,0,0,,13,30,713,0,447,,3,2,3,2,4,4,4,4,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,4,4,4,2,2,2,2,3,3,3,3,2,2,3,3,2,3,2,0,3,3,2,2,4,9,3,4,3,3,2,0,Sociedad Latina,7775,96,22,2
0,R_1kNvgPGAQjIWLA5,FALSE,5,2,0,0,0,0,0,0,0,,10,Espanol,713,0,,,4,2,1,4,1,1,1,4,1,1,4,,,,,,,,,,,4,4,4,4,4,1,1,5,5,4,5,4,2,2,3,2,1,3,2,2,1,2,1,1,1,0,4,4,4,4,2,6,1,5,2,2,1,0,Sociedad Latina,7775,96,22,2
0,R_1oyTsPqmsVQLJET,FALSE,8,1,0,0,0,0,0,0,0,,12,Spanish,713,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,12,5,5,3,3,3,0,Sociedad Latina,7775,96,22,2
0,R_VVCXGHIELaHfZYJ,FALSE,9,2,0,0,0,0,0,0,0,,13,Spanish,713,1,,,4,3,2,3,4,3,3,4,3,3,4,,,,,,,,,,,3,4,4,3,3,3,2,2,4,5,4,5,4,4,3,3,3,2,3,3,3,3,3,3,3,0,5,3,3,3,4,10,3,3,3,3,3,0,Sociedad Latina,7775,96,22,2
0,R_2xWwX5L8aB42tMU,FALSE,9,1,0,0,0,0,0,0,0,,13,Espanol,713,0,,,4,4,1,4,1,1,3,4,3,3,3,,,,,,,,,,,3,4,3,3,3,3,3,4,4,4,4,4,4,4,2,3,1,3,2,3,2,2,2,2,2,1,4,3,4,4,2,9,3,4,2,2,2,0,Sociedad Latina,7775,96,22,2
0,R_3qDQ5UnXIwNRzb4,FALSE,7,1,0,0,0,0,0,0,0,1,12,Portuguese,713,0,,,3,3,2,3,3,3,3,3,4,4,3,,,,,,,,,,,4,4,4,4,4,4,5,5,5,,,,,,,,,,3,3,3,3,3,3,3,1,,4,3,3,3,11,5,5,,3,3,0,Sociedad Latina,7775,96,22,2
0,R_2YMvOFDHEnQ2xx2,FALSE,8,1,0,0,0,0,0,0,0,,12,spanish,713,0,,,3,4,2,3,3,4,1,3,4,3,3,,,,,,,,,,,4,3,3,3,4,3,4,2,5,5,4,5,5,4,3,3,2,2,,,,,,,,1,5,3,3,3,3,10,4,4,3,,,0,Sociedad Latina,7775,96,22,2
0,R_ZIwgsSo2nSQiSAx,FALSE,6,1,0,0,0,0,0,0,0,,11,spanish,713,0,,,4,4,3,3,4,2,3,4,2,4,4,,,,,,,,,,,3,4,2,3,4,2,3,2,4,4,2,2,1,4,3,2,3,3,2,3,1,3,2,3,2,1,3,3,2,3,3,10,3,3,3,2,2,0,Sociedad Latina,7775,96,22,2
0,R_NVdK2cHxaWW6PTj,TRUE,8,1,0,0,0,0,0,0,0,,13,English,713,1,,,3,3,2,3,4,2,3,3,3,3,3,,,,,,,,,,,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,9,3,3,2,2,2,0,Sociedad Latina,7775,96,22,2
0,R_06AMOMmL4jwbxJL,FALSE,8,2,0,0,0,0,0,0,0,,13,Espanol,713,1,,,3,2,2,2,3,3,3,3,2,3,3,,,,,,,,,,,4,4,4,3,4,3,3,4,5,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,2,0,4,4,3,3,3,8,3,5,3,2,2,0,Sociedad Latina,7775,96,22,2
0,R_3syPsoca7xD0iob,FALSE,8,2,0,0,0,0,0,0,0,,13,spanish,713,1,,,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,4,4,3,3,4,3,2,2,4,4,4,4,4,4,3,3,3,2,2,1,3,3,3,3,3,0,4,4,3,3,3,9,3,3,3,2,3,0,Sociedad Latina,7775,96,22,2
0,R_1NwzfSG6qnaQZRz,FALSE,6,2,0,0,0,0,0,0,0,,11,Espanol,713,0,,,2,2,4,4,1,1,1,4,1,1,4,,,,,,,,,,,4,4,4,4,4,1,1,5,5,4,5,4,2,2,2,2,2,2,2,2,1,2,1,1,1,0,4,4,1,2,2,6,1,5,2,2,1,0,Sociedad Latina,7775,96,22,2
0,R_277sjb85amFDd8R,FALSE,8,2,0,0,0,0,0,0,0,,13,Spanish,713,1,,,3,3,4,3,4,3,3,3,3,3,4,,,,,,,,,,,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,2,3,2,2,2,3,3,0,4,4,1,3,3,10,3,4,3,2,3,0,Sociedad Latina,7775,96,22,2
0,R_1PTULLsKfXyXDNF,TRUE,8,1,0,0,0,0,0,0,0,,13,English,713,1,,,2,2,2,2,2,3,3,3,2,2,2,,,,,,,,,,,2,3,3,2,3,2,2,3,3,4,4,4,4,5,3,3,2,2,2,3,3,3,,2,3,1,4,3,3,2,3,6,2,3,3,3,,0,Sociedad Latina,7775,96,22,2
0,R_2uEWwiF6EhopQ6t,FALSE,9,2,0,0,0,0,0,0,0,,13,espanol,713,1,,,3,3,2,3,4,3,3,3,2,3,3,,,,,,,,,,,4,3,2,3,4,5,4,5,5,4,4,2,1,2,3,2,2,2,3,2,2,2,2,2,2,0,3,3,3,3,3,8,5,5,2,2,2,0,Sociedad Latina,7775,96,22,2
0,R_1jHRwzXSaKyzcOL,FALSE,8,2,0,0,0,0,0,0,0,,11,English and Spanish,713,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,4,4,4,0,5,4,4,4,4,12,5,5,3,3,4,0,Sociedad Latina,7775,96,22,2
0,R_0emCw8aIaG2AE6d,FALSE,7,1,0,0,0,0,0,0,0,,12,spanish,713,1,,,4,4,2,3,3,3,3,3,2,3,3,,,,,,,,,,,4,4,4,4,4,5,5,4,4,4,4,4,5,4,3,2,3,3,2,3,2,2,3,3,1,1,4,4,3,4,3,8,5,4,3,2,2,0,Sociedad Latina,7775,96,22,2
0,R_3m2BYE4U0j8xrO6,FALSE,7,1,0,0,0,0,0,0,0,,10,English,713,0,,,4,4,1,4,3,2,2,4,2,2,1,,,,,,,,,,,3,3,3,4,2,5,3,4,3,2,5,4,5,4,3,2,3,3,3,2,3,1,3,1,1,1,4,3,4,4,3,5,4,4,3,2,2,0,Sociedad Latina,7775,96,22,2
0,R_1dHbCizJVjWPBIz,FALSE,8,1,0,0,0,0,0,0,0,,13,English,713,1,,,3,3,2,3,3,2,3,3,2,2,4,,,,,,,,,,,3,2,1,3,4,2,2,2,2,2,2,4,2,2,3,3,3,3,1,1,1,1,1,3,3,1,3,3,3,3,3,8,2,2,3,1,2,0,Sociedad Latina,7775,96,22,2
0,R_yW6pUrYxFEQ6RIl,TRUE,8,1,0,0,0,0,0,0,0,,13,Espanol,713,1,,,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,3,4,3,3,4,5,4,4,4,4,2,2,2,2,2,1,1,1,2,1,2,2,1,4,3,3,3,3,9,3,5,2,1,2,0,Sociedad Latina,7775,96,22,2
1,R_1gjruUEpD7gLgDB,FALSE,9,2,1,0,0,0,0,0,0,,13,20,702,1,436,,4,3,4,1,4,4,4,4,4,4,3,8,8,8,7,8,8,8,8,8,8,4,4,4,4,4,5,1,2,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,4,1,2,4,11,3,4,3,3,3,0,Freedom House,46000,308,66,6
0,R_bqGy0BGvTc2D7j3,FALSE,8,2,1,0,0,0,0,0,0,,13,Cape Verdian Criolo,702,1,,,4,4,1,1,4,4,3,3,3,4,4,,,,,,,,,,,3,3,3,2,3,3,3,3,3,4,4,4,4,4,1,3,2,3,3,2,3,2,2,3,2,0,4,3,4,3,4,11,3,3,2,3,2,0,Freedom House,46000,308,66,6
0,R_31iQMYsFS3Rtjbb,FALSE,9,1,1,0,0,0,0,0,0,,13,English,702,1,,,4,4,2,3,4,3,3,4,4,4,2,,,,,,,,,,,3,3,2,2,2,3,4,4,3,4,4,4,4,4,2,2,2,2,2,2,3,3,2,3,2,1,4,2,3,4,4,10,4,4,2,3,2,0,Freedom House,46000,308,66,6
1,R_0rk4T7mtM0xP8qd,FALSE,8,2,1,0,0,0,0,0,0,,12,20,702,1,436,,4,4,1,4,4,4,4,4,4,4,3,8,8,8,7,8,7,8,8,8,7,4,4,3,4,4,2,2,3,5,4,4,4,4,5,3,3,2,2,2,1,2,2,3,3,3,0,4,4,4,4,4,11,2,4,3,2,3,0,Freedom House,46000,308,66,6
1,R_yELQAoWBtYbrnwZ,FALSE,9,2,0,0,0,0,0,0,0,,12,20,702,1,455,,4,4,2,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,4,4,3,4,4,3,3,4,5,4,4,2,2,4,3,3,2,3,3,2,2,2,1,2,2,0,3,4,3,4,4,12,3,5,3,2,2,0,Freedom House,46000,308,66,6
0,R_73sQMyouFj9AOdz,TRUE,8,1,0,0,0,0,0,0,0,1,13,English,702,1,,,3,3,2,3,3,2,1,3,3,3,3,,,,,,,,,,,3,3,2,3,2,2,3,2,3,2,4,4,2,2,3,3,2,3,2,2,3,3,3,3,2,1,3,3,3,3,2,9,3,3,3,3,3,0,Freedom House,46000,308,66,6
0,R_3p9bAIuyVQntk0D,FALSE,9,1,1,0,0,0,0,0,0,,13,"Portuguese, Cape Verden Criolo",702,1,,,4,3,2,3,4,2,3,4,3,3,3,,,,,,,,,,,4,4,4,4,4,3,2,5,5,5,5,4,5,4,3,3,3,3,3,2,3,3,3,3,3,1,5,4,3,3,3,9,3,5,3,3,3,0,Freedom House,46000,308,66,6
0,R_3oT5521igfLhTrI,FALSE,8,1,0,0,0,0,0,1,0,,13,English,702,1,,,3,3,4,3,3,3,3,3,2,1,1,,,,,,,,,,,3,3,3,3,3,3,1,4,4,4,2,4,4,4,2,1,2,2,2,2,2,2,2,3,1,1,3,3,1,3,3,4,2,4,2,2,2,0,Freedom House,46000,308,66,6
0,R_2ygqXNy5bfvBMxb,FALSE,8,1,0,0,0,0,0,0,0,,13,Spanish,702,1,,,3,3,2,3,3,4,4,4,3,3,3,,,,,,,,,,,3,3,2,3,3,3,3,3,3,4,4,4,4,4,2,3,2,2,2,2,2,2,3,3,3,1,4,3,3,3,4,9,3,3,2,2,3,0,Freedom House,46000,308,66,6
0,R_Wcj3rNUPMsDho0p,FALSE,10,2,0,0,0,0,0,0,0,,13,English/Spanish,702,1,,,3,3,2,4,4,4,4,4,4,4,3,,,,,,,,,,,3,3,4,3,3,4,4,4,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,4,11,4,5,3,3,3,0,Freedom House,46000,308,66,6
0,R_3sbSSL9cfHSY1Uh,FALSE,9,2,0,0,0,0,0,0,0,,13,English,702,1,,,3,3,2,3,4,4,4,4,3,3,2,,,,,,,,,,,3,3,2,3,3,4,4,4,4,5,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,4,8,4,4,3,3,3,0,Freedom House,46000,308,66,6
0,R_51G8o5EJPLBADlv,FALSE,9,1,0,0,0,0,0,0,0,,13,Spanish,702,1,,,4,4,1,3,4,4,4,4,4,4,3,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,3,3,3,1,5,4,4,4,4,11,5,5,3,3,3,0,Freedom House,46000,308,66,6
0,R_UlmbvmuelSysQs9,TRUE,8,1,1,0,0,0,0,0,0,,13,Amharic,702,1,,,4,4,1,4,1,3,3,3,4,3,3,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,3,10,5,5,3,3,3,0,Freedom House,46000,308,66,6
1,R_6ytGh02F7JT50qZ,TRUE,8,1,1,0,0,0,0,0,0,,13,11,702,1,436,,4,3,1,4,3,4,4,4,4,4,4,7,7,8,8,8,8,8,7,7,7,3,3,3,3,4,3,5,5,5,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,1,4,3,4,4,4,12,4,5,3,3,3,0,Freedom House,46000,308,66,6
0,R_28SsxBUu9m0ePpf,FALSE,9,1,1,0,0,0,0,0,0,,13,English,702,1,,,2,2,4,2,3,1,1,3,1,3,3,,,,,,,,,,,2,2,1,3,2,2,1,4,5,1,2,2,1,1,2,1,3,1,1,1,2,1,2,2,2,1,2,2,1,2,2,7,2,5,2,1,2,0,Freedom House,46000,308,66,6
0,R_W28X0HzXeQg6b7P,FALSE,8,2,1,0,0,0,0,0,0,,13,English,702,1,,,2,3,3,3,3,1,1,4,3,3,4,,,,,,,,,,,3,3,2,3,3,3,2,4,5,4,2,4,2,4,3,2,3,2,1,,,,2,3,2,0,3,3,2,3,2,10,3,5,3,,2,0,Freedom House,46000,308,66,6
0,R_3nux96tWZvfn9kY,FALSE,9,2,1,0,0,0,0,0,0,,13,Cape Verdean Creole,702,1,,,1,1,1,1,2,3,3,3,2,2,3,,,,,,,,,,,3,3,3,3,3,3,3,2,2,4,4,4,2,4,3,2,2,2,2,2,2,2,2,3,3,0,4,3,4,2,3,7,3,2,2,2,3,0,Freedom House,46000,308,66,6
0,R_1f2WtjBVQs8TAIi,FALSE,7,2,1,0,0,0,0,0,0,,13,French,702,1,,,4,3,3,3,4,2,3,4,3,3,3,,,,,,,,,,,3,2,3,1,2,1,1,5,4,2,2,2,2,4,1,2,2,2,3,3,3,3,2,2,3,0,2,2,2,3,3,9,1,5,2,3,2,0,Freedom House,46000,308,66,6
0,R_2fHyyJR3jcGBpy8,FALSE,9,2,0,0,0,0,0,0,0,,13,Spanish & English,702,1,,,4,2,3,3,4,1,1,4,1,3,3,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,2,3,2,3,2,2,3,3,0,3,4,2,3,3,7,4,4,3,3,3,0,Freedom House,46000,308,66,6
0,R_2aQZ5G3XnfDZ5h0,TRUE,6,1,0,0,0,0,0,0,0,,11,Spanish,716,1,399,,3,4,2,3,3,3,3,4,3,3,3,,,,,,,,,,,3,3,2,4,3,3,3,3,4,5,4,4,2,2,3,3,3,2,1,1,1,1,2,3,2,1,4,3,3,3,3,9,3,4,3,1,2,0,St. Stephen's Youth Programs,468375,580,16,60
0,R_1lfnt6zH2v2wk31,TRUE,8,2,0,0,0,0,0,0,0,,13,spanish,716,1,476,Boston Day and Evening Academy,4,4,1,4,4,4,4,4,3,3,4,,,,,,,,,,,3,3,3,3,3,1,1,3,3,2,2,4,2,2,2,2,1,1,1,1,1,1,2,3,2,0,3,3,4,4,4,10,1,3,2,1,2,0,St. Stephen's Youth Programs,468375,580,16,60
1,R_1qfyydJoYSMuMt8,TRUE,9,2,0,0,0,0,0,0,0,,13,30,716,1,476,Boston Day and Evening Academy ,4,4,1,3,3,3,3,4,3,3,3,4,7,7,4,7,8,8,7,4,7,3,2,2,3,3,1,1,2,3,4,4,4,4,4,2,2,1,1,1,1,1,1,2,3,2,0,4,3,4,4,3,9,1,3,2,1,2,0,St. Stephen's Youth Programs,468375,580,16,60
0,R_1pJMhVJDZ5Zsj1S,FALSE,8,2,0,0,0,0,0,0,0,,11,Spanish/English,716,1,476,City on a hill,4,4,1,3,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3,3,3,3,2,2,1,1,3,3,3,0,4,4,4,4,4,12,4,4,3,2,3,0,St. Stephen's Youth Programs,468375,580,16,60
0,R_2uINUoGk4rNCNen,TRUE,6,6,0,0,0,0,0,0,0,,11,Spanish,716,1,426,,3,3,1,4,4,1,3,3,4,4,4,,,,,,,,,,,3,4,3,2,4,1,3,3,3,4,4,5,4,4,4,3,2,3,2,2,2,2,2,2,4,0,4,3,4,4,3,12,2,3,3,2,3,0,St. Stephen's Youth Programs,468375,580,16,60
1,R_3KTpwmobTIqtoBT,TRUE,7,1,0,0,0,0,0,0,0,,11,30,716,1,426,,3,3,2,3,4,3,3,3,4,4,4,8,8,8,8,7,7,7,7,,,3,4,4,4,4,3,4,3,3,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,1,5,4,3,3,3,12,4,3,3,3,3,0,St. Stephen's Youth Programs,468375,580,16,60
1,R_3ESGSIHrVEShVyR,TRUE,9,2,1,0,0,0,0,0,0,,13,20,716,1,423,,4,4,1,3,4,4,4,4,4,4,3,7,7,7,7,7,7,7,8,7,8,3,4,2,3,3,4,2,5,4,5,4,5,4,4,2,3,2,3,2,2,2,2,2,3,3,0,5,3,4,4,4,11,3,5,3,2,3,0,St. Stephen's Youth Programs,468375,580,16,60
